likes_per_minute,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags,day,duration,minutes,interaction_score,Sort_order
410,hvG3vA6Urss,How To Ride Cobbled Climbs With Flanders Legend Johan Museeuw,16/03/2016,00:01.0,83137,1232,115,03:41:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'mar16', 'sec-how-to', 'chgc', 'cms', 'pms', 'gc04s1', 'sri15', 'ssc15', 'sca15', 'gc18s', 'gc11sas', 'a1', 'cobbles', 'pave', 'steep climb', 'koppenberg', 'climbing technique', 'gent-wevelgem', 'tour of flanders', 'flanders classics', 'ronde van vlaanderen', 'climbing tips', 'johan museeuw']",Wednesday,3-4,3,2.77,4
408,z262JISydkM,Andr? Greipel's Ridley Helium SLX Pro Bike,13/05/2017,00:08.0,86775,1225,121,03:53:00,"['campagnolo super record', 'ridley helium slx', 'ridley bikes', 'campagnolo eps', 'campagnolo record', 'andre greipel', 'vittoria corsa', 'look keo carbon blade', 'srm pc8', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'deda superzero', 'deda superleggera', 'cbear ceramic berarings', 'may17', 'sec-feature', 'plpb16', '?', '?', '?']",Saturday,3-4,3,2.77,4
406,Fvs-oAYJojg,Bauke Mollema's Trek ?monda,21/05/2017,30:01.0,84756,1219,128,03:29:00,"['trek emonda', 'trek factory racing', 'trek bikes', 'shimano dura ace', 'bauke mollema', ""giro d'italia"", 'bontrager', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'may17', 'sec-feature', 'plpb16', 'plg17', 'b1', '?', '?', '?']",Sunday,3-4,3,2.83,4
404,kY4zzjyKzMY,Five Greatest Cycling Rivalries,10/11/2016,09:13.0,91214,1213,193,03:37:00,"['tour de france', 'jan ullrich', 'lance armstrong', 'rivalries', 'contador', 'cancellara', 'boonen', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'fausto coppi', 'livestrong', 'gino bartali', 'righteous among nations', 'andy schleck', 'alberto', 'paris roubaix', 'n16', 'sec-top-10', 'plcbr101']",Thursday,3-4,3,3.4,4
398,wXSzP6j6mPs,7 Awesome Bikes At The 2017 North American Handmade Bicycle Show,20/03/2017,00:04.0,106877,1195,127,03:23:00,"['NAHBS', 'handbuilt bike', 'hand built bike', 'handbuilt bicycle', 'custom bike', 'custom bicycle', 'north america handbuilt bicycle show', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'steel bike', 'customised bicyclemar17', 'sec-top-10', 'plte', '?', '?', '?', 'GCN', 'wooden bike', 'handmade', 'hand made']",Monday,3-4,3,2.15,4
395,XZE8cUj6-uo,Tour Down Under 2018 | People's Choice Classic Race Report,14/01/2018,33:55.0,62383,1186,80,03:03:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Tour Down Under', 'Peter Sagan', 'Caleb Ewan', ""People's Choice Classic 2018"", 'TDU', 'Adelaide', 'Andre Gripel', 'Crit', 'Criterium', 'pro cycling', 'UCI']",Sunday,3-4,3,3.05,4
390,61l_4RkKZT4,Pro Cycling Team Nutrition Secrets With Team Sky,22/04/2016,00:01.0,125098,1170,410,03:21:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'ap16', 'sec-feature', 'gc15b', 'team sky', 'sky team', 'tour de france', 'pro cycling', 'pro cyclist', 'professional cycling', 'pro', 'like a pro', 'science in sport', 'sports nutrition', 'fitness', 'health', 'exercise', 'health diet']",Friday,3-4,3,4.16,4
388,rMc8vtKH2QQ,How To Make Vegan Breakfast Porridge,13/01/2018,00:09.0,41396,1165,372,03:03:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'vegan', 'veganism', 'vegan athlete', 'vegan cyclist', 'plant based', 'meat free', 'porridge', 'vegan porridge', 'oatmeal', 'vegan oatmeal', 'breakfast', 'vegan breakfast', 'vegan pro', 'vegan runner', 'protein', 'recipe', 'menu', 'vegan food', 'healthy', 'training', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'nigel mitchell', 'simon richardson', 'sec-how-to', 'plnu', 'gc11shs', 'gc04s1', 'c3', 'h3', '?', '?', '?', '?', '?', '3113']",Saturday,3-4,3,11.6,4
385,sboWb-1A8dA,Sam Bennett's Specialized S-Works Venge Vias,27/05/2017,00:03.0,70587,1157,80,03:52:00,"['Specialized S-Works Venge Vias', 's-works specialized', 'shimano 9150', 'shimano di2', 'cotton tyres', 'roval wheels', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'may17', 'sec-feature', 'plpb16', 'plg17', '?', '?', '?']",Saturday,3-4,3,2.69,4
380,b0Op73lfAyo,Fabio Aru's Argon 18 Gallium Pro Bike,15/07/2017,00:03.0,66913,1142,96,03:06:00,"['fabio aru', 'astana cycling', 'fabio aru bike', 'argon 18 galium pro', 'shimano dura ace di2', 'corima wheels', 'fsa k-force', 'power2max powermeter', 'look keo blade', 'prologo nago evo nack saddle', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'tour de france bike', 'tour de france cycling', 'astana bike', 'jul17', 'sec-feature', 'plpb16', 'pltdf17', 'd1', '?', '?', '?']",Saturday,3-4,3,2.99,4
378,rxWzmAiNlCc,Davide Formolo's Cannondale SuperSix Evo,17/06/2017,00:06.0,79837,1134,103,03:41:00,"['pro bike', 'pro bike check', 'pro cycling', 'cycling', 'bike', 'road bike', 'road bicycle', 'pro bike racing', ""giro d'italia"", 'cannondale', 'cannondale bike', 'cannondale road bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'shimano', 'shimano dura ace', 'shimano dura ace di2', 'mavic', 'stage winner', 'grand tour', 'jun17', 'sec-feature', 'plpb16', 'plg17', 'gc11sas', '?', '?']",Saturday,3-4,3,2.63,4
376,PCbPVooeDNk,What's In Your Pockets?! How Do Pro Cyclists Fuel For A Stage At The Giro D'Italia 2016?,30/05/2016,00:02.0,73631,1130,406,03:37:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'nutrition', 'pro cycling', 'pro cyclists', 'pockets', 'food', 'cycling food', 'energy gel', ""giro d'italia"", 'giro 2016', ""giro d'italia 2016"", 'tour of italy', 'may16', 'sec-feature', 'plg16', 'm1']",Monday,3-4,3,6.93,4
373,EoqEwAmZ9vs,6 Brand New Road Bikes | Prototype Bike Tech,15/06/2017,39:38.0,97648,1119,149,03:50:00,"['specialized tarmac sl6', 'merida reacto 3', 'trek emonda slr', 'giant propel disc. liv langma', 'lapierre aircode 2', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', '2018 bikes', 'prototype bikes', 'new bike tech', 'new bicycles', 'professional bicycles', 'jun17', 'sec-feature', 'b1', '?', '?', '?']",Thursday,3-4,3,2.56,4
372,_fVmKb3Z_oI,7 Awesome Custom Cycling Shoes,16/06/2016,52:19.0,142083,1117,114,03:16:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'jun16', 'sec-top-10', 'cycling shoe', 'chaussure', 'pro peloton', 'schoen', 'pro cycling', 'sidi', 'fizik', 'carbon', 'dmt', 'giro', 'empire', 'bradley wiggins', 'olympic games', 'samuel sanchez', 'adam hansen', 'handmade', 'scott', 'thibaut pinot', 'tour de france', 'peter sagan', 's-works', ""alpe d'huez""]",Thursday,3-4,3,1.55,4
372,mFVfs7VKZWE,Geraint Thomas' Pinarello Bolide Time Trial Bike,28/05/2017,00:04.0,102623,1491,156,04:00:00,"['pinarello bolide', 'geraint thomas bike', 'continental tyres', 'team sky bike', 'fizik saddle', 'time trial bike', 'tt bike', 'shimano dura ace', ""giro d'italia"", 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'may17', 'sec-feature', 'plpb16', 'plg17', 'h3', 'gc11sas', '?', '?', '?']",Sunday,3-4,4,2.83,4
371,SqYP71VXX4M,Jakub Mareczko's Wilier Cento10AIR Pro Bike,04/03/2017,00:02.0,60365,1115,65,03:56:00,None,Saturday,3-4,3,2.82,4
370,R1uZry3vZIs,John Degenkolb's Trek Madone,11/02/2017,00:02.0,69219,1110,93,03:02:00,"['john degenkolb', 'trek segafredo', 'bontrager', 'trek bikes', 'trek madone', 'shimano dura ace', 'veloflex', 'srm', 'sprinting', 'paris roubaix', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'milan san remo', 'vuelta', 'points jersey', 'Gent?Wevelgemf17', 'sec-feature', 'plpb16', 'b1']",Saturday,3-4,3,2.89,4
370,adpqG_DGgoY,Bikes Of The 2017 Pro Peloton Part 2,16/02/2017,37:49.0,107383,1112,98,03:56:00,"['dimension data', 'fdj', 'bmc racing team', 'lotto soudal', 'cannondale drapac', 'trek segafredo', 'orica scott', 'sunweb', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'cervelo', 'lapierre', 'bmc', 'ridley', 'cannondale', 'trk', 'scott', 'giant', 'bianchi', 'shimano', 'sram', 'fsa', 'campagnolof17', 'sec-feature', 'plpb16', 'plte', 'b1', 'h3', 'gc11sas', 'e1', 'lotto nl jumbo', 'gcn']",Thursday,3-4,3,1.86,4
369,Ga3lrTek8jQ,5 Ways To Get More From Your Next Training Ride,29/09/2016,00:01.0,64052,1107,96,03:42:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'training', 'workout', 'sprints', 'tips', 'training tips', 'how to', 'top 5', 'five ways', 'improve your training', 'how to improve your training', 'sports science', 's16', 'sec-top-10', 'gc11shs', 'gc04s1', 'sca15', 'gc18s', 'sreyn15', 'gc11sas', 'b1', 'k1', 'p1', 'r1']",Thursday,3-4,3,3.12,4
369,gg7aixA4dPA,5 Things To Work On In The Off-Season,24/11/2016,00:01.0,77271,1107,128,03:19:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'n16', 'sec-top-10', 'pltr', 'b2', 'off-season', 'post', 'season', 'rest', 'recovery', 'maintenance', 'skills', 'service', 'cross training', 'weight', 'running', 'swimming', 'bike handling', 'training', 'plan', 'diet', 'equipment', 'component', 'bike fit']",Thursday,3-4,3,2.98,4
366,duJywDmXrYg,Four Of The Most Dangerous Descents In Pro Cycling,09/06/2016,00:01.0,115982,1099,104,03:02:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'descent', 'downhill', 'road downhill', 'alps', 'climbing', 'descending', 'cycling downhill', 'riding downhill', 'road racing', 'tour de france', ""giro d'italia"", 'pro cycling', 'thomas voeckler', 'steven kruijswijk', 'vincenzo nibali', 'grand tour', 'dh', 'jun16', 'sec-top-10', 'plcbr101']",Thursday,3-4,3,1.72,4
366,a03i1cn2jYc,How To Train On Your Commute | FTP Sweet Spot Training,19/05/2018,43:24.0,47991,1098,84,03:26:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'commute', 'training', 'training session', 'cadence', 'gears', 'muscle', 'sweetspot', 'sweet spot', 'high intensity', 'FTP', 'functional threshold power', 'time efficient training', 'efforts', 'power', 'HIIT', 'commuter session', 'long ride', 'maratona', 'intervals', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'emma pooley', 'sec-how-to', 'plco', 'sca15', 'gc11shs', 'gc04s1', 'c3', '?', 'gc11sas', 'p1', '?', '?', '?', '?', '3238']",Saturday,3-4,3,3.75,4
365,iOaeo3_E8R4,6 Tips For Safer Cycling Descending | GCN Pro Tips,19/07/2017,35:24.0,64478,1095,94,03:44:00,"['cycling descending', 'cycling downhill', 'downhill faster cycling', 'descending tips', 'safer cycling', 'safe cycling', 'cycling in mountains', 'cycling safety', 'cycling advice', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'jul17', 'sec-top-10', 'pllap', 'sca15', 'gc21s', 'gc11shs', 'gc04s1', 'c3', '?', 'c1', 'h3', 'gc11sas', 'd1', 'p1', 'd2', '?', '?', '?', '?', '?']",Wednesday,3-4,3,2.95,4
359,NnShGjZn9nU,GCN Asks The Pros | How Long Should Your Sleeves Be?,28/02/2020,07:42.0,61185,1079,104,03:51:00,"['sleeves', 'sleeve length', 'jersey', 'shorts', 'fashion', 'pro', 'pro cycling', 'race', 'racing', 'saudi', 'saudi tour', 'cav', 'mark cavendish', 'conor swift', 'nikki terpstra', 'aero', 'aerodynamic', 'aerodynamics', 'comfort', 'comfortable', 'hot', 'cool', 'desert', 'arab', 'arabia', 'bike racing', 'cycle racing', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'Florian', 'Chabbal', 'sec-feature', '?', '?', '?', '?', '?', '?', '?', '?9', '3889']",Friday,3-4,3,3.27,4
357,#NAME?,Dubai Tour 2018 | Stage 5 Race Report,10/02/2018,39:21.0,37603,1072,24,03:10:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'DUBAI TOUR', 'uci', 'sprint', 'elia viviani', 'magnus cort nielsen', 'quickstep floors', 'highlgihts', 'race report', 'dubai tour 2018']",Saturday,3-4,3,3.19,4
357,pyISpNg87vc,Filippo Pozzato's Custom Wilier Cento 10 Air,26/05/2017,00:07.0,72560,1071,119,03:58:00,"['pro bike', ""giro d'italia"", 'road bicycle racing', 'wilier', 'filippo pozzato', 'shimano', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'road bike', 'shimano dura ace', 'dura ace di2', 'vittoria', 'ritchey', 'pro bike tech', 'bike tech', 'may17', 'sec-feature', 'plpb16', 'plg17', '?', '?', '?']",Friday,3-4,3,2.89,4
356,TZ2mNeAjVWM,11 Pro Cycling Team Kits You Should Know For 2017,26/01/2017,00:03.0,87499,1069,123,03:28:00,"['team kit', '2017 cycling', 'world tour', 'Trek Segafredo', 'Lotto Soudal', 'Lotto-NL Jumbo', 'Team Sunweb', 'AG2R La Mondiale', 'Astana', 'Bora Hansgrohe', 'Team Sky', 'Bahrain Merida', 'UAE Abu Dhabi', 'Drops Cycling Team', 'GCN', 'Global Cycling Network', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'castelli', 'giordana', 'bontrager', 'sportful', 'craft sportswear', 'shimano', 'shimano s-phyre', 'giant bike', 'peter sagan', 'ja17', 'sec-top-10']",Thursday,3-4,3,2.51,4
350,GcU8w5t8VfE,How To Sprint Like Caleb Ewan | GCN's Pro Cycling Tips,22/04/2020,30:16.0,48671,1052,103,03:56:00,"['caleb ewan', 'ewan', 'pocket rocket', 'sprint', 'how to sprint', 'how to sprint like caleb ewan', 'sprinter', 'sprinting', 'aero', 'aerodynamic', 'aero sprinting', 'aero sprint position', 'bike race', 'pro road race', 'tour down under', 'how to win a bike race', 'how to sprint like a pro', 'lotto soudal', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'How To', 'bike skills', 'cycling skills', 'GCN Cycling', 'velo', 'conor', 'dunne', 'sec-how-to', '?', '?', '?', '?', '?', '?', '?17', '3943']",Wednesday,3-4,3,4.11,4
349,pqS6zWbUJPo,Fabio Aru's Argon 18 Gallium Pro,22/04/2017,00:06.0,96498,1048,79,03:29:00,"['ARGON 18', 'argon 18 gallium pro', 'corima wheels', 'dura-ace 9100', 'fsa', 'prologo', 'power2max', 'look keo blade', 'astana', 'fabio aru', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'ap17', 'sec-feature', 'plpb16', 'd1', '?', '?', '?']",Saturday,3-4,3,1.76,4
347,HPB3c3jn-jc,Rui Costa's Merida Scultura,09/04/2016,00:00.0,77762,1041,83,03:47:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'ap16', 'sec-feature', 'chgc', 'cdl', 'pdl', 'plpb16', 'gcdb16', 'rui costa', '2013 road world championships', 'portugese cycling', 'merida bikes', 'scultura', 'prologo', 'fsa', 'fulcrum', 'vision', 'continental', 'pro bike', 'bike tech', 'rotor', 'inpower', 'shimano', 'dura ace']",Saturday,3-4,3,2.31,4
342,POJL6w_Hltc,Patrick Konrad's Specialized S-Works Tarmac,10/06/2017,30:02.0,77787,1028,88,03:11:00,"['specialized bikes', 'specialized s works tarmac', 'specialized tarmac', 'specialized s works', 'roval', 'shimano dura ace', 'shimano di2', 'specialized turbo tyres', 'specialized romin', 'bora hansgrohe', 'peter sagan', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'jun17', 'sec-feature', 'plpb16', '?', '?']",Saturday,3-4,3,2.31,4
336,qRUGxMj-iko,Jonathan Castroviejo's Canyon Speedmax | Vuelta A Espa?a 2016,27/08/2016,00:02.0,72189,1010,89,03:58:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'jonathan castroviejo', 'movistar', 'pro bike', 'bike check', 'vuelta a sepana', 'tour of spain', 'canyon bikes', 'speedmax', 'time trial bike', 'triathlon bike', 'campagnolo', 'super record', 'fizik', 'look', 'power2max', 'au16', 'sec-feature', 'plve16', 'plpb16', 'sca15', 'gc11sas', 'd1']",Saturday,3-4,3,2.49,4
332,hEm6XUihvNA,Do You Play Any Other Sports Outside Of Cycling? | Ask The Pros At The Ovo Women's Tour,25/06/2019,00:06.0,33585,996,99,03:23:00,"['alternative', 'pro', 'pro cyclist', 'professional', 'professional cyclist', 'sport', 'marianne', 'vos', 'marianna vos', 'womens', 'tour', 'ovo', 'ovo energy womens tour', 'kasia', 'katarzyna', 'niewiadoma', 'canyon', 'sram', 'hannah', 'barnes', 'off season', 'cross', 'cross training', 'cx', 'mtb', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'katherine', 'sec-feature', '?', '?', '?', '3641']",Tuesday,3-4,3,5.36,4
330,HpfPDYJsCIY,Steve Cummings' Cerv?lo S5 | Tour de France 2017,19/08/2017,00:01.0,74262,991,107,03:51:00,"['steve cummings', 'steve cumming', 'cervelo', 'cervelo s5', 'tour de france', 'dimension data', 's5', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'matt stephens', 'enve', 'fizik', 'rotor', 'au17', 'sec-feature', 'plpb16', 'pltdf17', 'gc11shs', 'h3', 'gc11sas', '?', '?', '?']",Saturday,3-4,3,2.56,4
330,xGeUSPot8Dg,Marcel Kittel's Specialized S-Works Venge ViAS,20/02/2016,00:03.0,104095,991,111,03:34:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'marcel kittel', 'sprinter', 'pro bike', 'pro cyclist', 'pro cycling', 'dubai tour', 'specialized bike', 'specialized', 'specialized s-works', 'venge', 'venge vias', 'dura ace', 'shimano dura ace', 'roval', 'roval wheels', 'f16', 'sec-feature', 'chgc', 'cdl', 'pdl']",Saturday,3-4,3,1.92,4
327,#NAME?,Four Cycling Training Workouts To Build Power On Short Climbs,11/01/2017,02:20.0,57634,981,93,03:44:00,"['climbing', 'cycling', 'bike', 'road bike', 'bike climb', 'cycling training', 'clmibing training', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'velo', 'how to train', 'how to train for short climbs', 'train for short climbs', 'how to train for cycing', 'ja17', 'sec-top-10', 'gc21s', 'b1', 'gc11shs', 'gc04s1', 'c3', 'sreyn15', 'c1', 'h3', 'gc11sas', 'd1', 'k1', 'p1']",Wednesday,3-4,3,3.12,4
323,kFf_Y295oug,GCN's 5 Cycling Holiday Destinations,14/06/2018,09:39.0,62659,970,186,03:35:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'cycling holidays', 'cycling trips', 'bike trip', 'bike travel', 'holiday ideas', 'holiday', 'training camp', 'belgium', 'flanders', 'paris roubaix', 'classics', 'boulder', 'atlititude', 'mallorca', 'mallorca cycling', 'alta badia', 'adelaide', 'australia cycling', 'cycling abroad', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'sec-top-10', 'gc21s', 'b1', 'gc11shs', 'gc04s1', 'c3', 'r1', 'h3', 'gc11sas', 'e2', '?', '?', '?', '?', '3265']",Thursday,3-4,3,4.31,4
322,Q26BHhSUP44,5 Essential Workshop Tools For Cyclists,28/07/2016,00:01.0,85608,1291,285,04:00:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'bike maintenance', 'road bike maintenance', 'cycling tools', 'cable cutters', 'multi tool', 'bike pump', 'cycling pump', 'topeak', 'topeak tool', 'jul16', 'sec-top-10', 'plc101', 'sca15', 'n1', 'sreyn15', 'gc11sas', 'gc24s', 'e1']",Thursday,3-4,4,4.67,4
318,dsuuHRvTWgE,World Exclusive! NEW GCN CYCLING KIT!,04/05/2016,01:45.0,65091,954,247,03:15:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'may16', 'sec-feature', 'gc11shs', 'gc04s1', 'sca15', 'gc18s', 'gc11sas', 'gc24s', 'b1', 'e1', 'k1', 'h1', 'Santini', 'pro kit', 'cycling clothing', 'cycling jersey', 'pro cycling']",Wednesday,3-4,3,5.07,4
317,2HUgDhV0z1s,Tour Down Under 2018 | Stage 3 Race Report,18/01/2018,51:51.0,52113,951,35,03:51:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'tour down under', 'world tour', 'uci', 'pro cycling', 'sprint', 'viviani', 'elia viviani', 'caleb ewan', 'hot', 'sea', 'swimming', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'santos tour down under', 'sec-race-report', '?']",Thursday,3-4,3,2.3,4
